BS_parsed.txt
zi	Preinitial1	Preinitial 2	Obstruent contact	Initial	A/B type	Medial	Nucleus	Final	Postcoda *-ʔ	Postcoda *-s		Source	
舊	N-			kʷ		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
柩	 			gʷ		 	ə 	 		s 		B&SOC2015-10-13	
廄	 			kʷ		 	u 	 	ʔ	s 		B&SOC2015-10-13	
㝌				kʷ		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
救	s- 			k		r 	u 	 		s 		B&SOC2015-10-13	
車	C- 			q		r 	a 	 	 			B&SOC2015-10-13	
居	 			k		r 	a 	 	 			B&SOC2015-10-13	
居	 			k		 	a 	 	 			B&SOC2015-10-13	
居	 			k		r 	a 	 		s 		B&SOC2015-10-13	
鞫	 			k		r 	u 	k 	 			B&SOC2015-10-13	
砠				tsʰ		 	a 	 	 			B&SOC2015-10-13	
雎				tsʰ		 	a 	 	 			B&SOC2015-10-13	
鴡				tsʰ		 	a 	 	 			B&SOC2015-10-13	
且				ts		 	a 	 	 			B&SOC2015-10-13	
娵				ts		 	o 	 	 			B&SOC2015-10-13	
局	N- 			kʰ		r 	o 	k 	 			B&SOC2015-10-13	
局	 			g		r 	o 	k 	 			B&SOC2015-10-13	
繘	C- 			qʷ		 	i 	t 	 			B&SOC2015-10-13	
橘	s- 			kʷ		 	i 	t 	 			B&SOC2015-10-13	
狊	 			kʷ	ˤ	 	e 	k 	 			B&SOC2015-10-13	
鶪	 			kʷ	ˤ	 	e 	k 	 			B&SOC2015-10-13	
鵙	 			kʷ	ˤ	 	e 	k 	 			B&SOC2015-10-13	
沮				dz		 	a 	 	ʔ 			B&SOC2015-10-13	
舉	C- 			q		r 	a 	 	ʔ 			B&SOC2015-10-13	
舉	 			k		r 	a 	 	ʔ 			B&SOC2015-10-13	
筥	 			k		r 	a 	 	ʔ 			B&SOC2015-10-13	
莒	k- 			r		 	a 	 	ʔ 			B&SOC2015-10-13	
枸	 			k		r 	o 	 	ʔ 			B&SOC2015-10-13	
矩	 			kʷ		r 	a 	 	ʔ 			B&SOC2015-10-13	
聚	m-			tsʰ		 	o 	 	ʔ 			B&SOC2015-10-13	
聚	m-			tsʰ		 	o 	 	ʔ	s 		B&SOC2015-10-13	
粔	N- 			k		r 	a 	 	ʔ 			B&SOC2015-10-13	
遽	 			g		r 	a 	k 		s 		B&SOC2015-10-13	
醵	 			g		r 	a 	k 		s 		B&SOC2015-10-13	
具				g		r 	o 	 		s 		B&SOC2015-10-13	
懼	 			gʷ		r 	a 	k 		s 		B&SOC2015-10-13	
據	 			k		r 	a 	k 		s 		B&SOC2015-10-13	
鋸	 			k		r 	a 	 		s 		B&SOC2015-10-13	
俱	 			k		r 	o 	 	 			B&SOC2015-10-13	
句	 			k		r 	o 	 		s 		B&SOC2015-10-13	
鞻	k- 			r		 	o 	 		s 		B&SOC2015-10-13	
屨	k- 			r		 	o 	 		s 		B&SOC2015-10-13	
足	 			ts		 	o 	k 		s 		B&SOC2015-10-13	
卷	 			k		r 	o 	n 	ʔ 			B&SOC2015-10-13	
畎	C- 			qʷ	ˤ	 	i 	n 	ʔ 			B&SOC2015-10-13	
圈	 			g		r 	o 	n 	ʔ 			B&SOC2015-10-13	
睠	 			k		r 	o 	n 		s 		B&SOC2015-10-13	
眷	 			k		r 	o 	n 		s 		B&SOC2015-10-13	
絹	 			kʷ		 	e 	n 		s 		B&SOC2015-10-13	
絕	 			dz		 	o 	t 	 			B&SOC2015-10-13	
𧮫	 			g		 	a 	k 	 			B&SOC2015-10-13	
倔	 			g		 	u 	t 	 			B&SOC2015-10-13	
掘	 			g		 	u 	t 	 			B&SOC2015-10-13	
掘	 			g		 	o 	t 	 			B&SOC2015-10-13	
蹷	 			gʷ		 	a 	t 	 			B&SOC2015-10-13	
玨	 			k	ˤ	r 	o 	k 	 			B&SOC2015-10-13	
覺	 			k	ˤ	r 	u 	k 	 			B&SOC2015-10-13	
蹻	 			k		r 	a	w 	ʔ 			B&SOC2015-10-13	
矍	C- 			qʷ		r 	a 	k 	 			B&SOC2015-10-13	
攫	C- 			qʷ		r 	a 	k 	 			B&SOC2015-10-13	
蹷	 			kʷ		r 	a 	t 		s 		B&SOC2015-10-13	
蕨	Cə-			k		 	o 	t 	 			B&SOC2015-10-13	
厥	 			k		 	o 	t 	 			B&SOC2015-10-13	
蹶	 			kʷ		 	a 	t 	 			B&SOC2015-10-13	
譎	C- 			qʷ	ˤ	 	i 	t 	 			B&SOC2015-10-13	
決	 			kʷ	ˤ	 	e 	t 	 			B&SOC2015-10-13	
訣	 			kʷ	ˤ	 	e 	t 	 			B&SOC2015-10-13	
爵				ts		 	e	wk 	 			B&SOC2015-10-13	
君	C- 			q		 	u 	r 	 			B&SOC2015-10-13	
軍	 			kʷ		 	ə 	r 	 			B&SOC2015-10-13	
均	C- 			qʷ		 	i 	n 	 			B&SOC2015-10-13	
鈞	C- 			qʷ		 	i 	n 	 			B&SOC2015-10-13	
麏	 			k		r 	u 	n 	 			B&SOC2015-10-13	
麕	 			k		r 	u 	n 	 			B&SOC2015-10-13	
麇	 			k		r 	u 	n 	 			B&SOC2015-10-13	
郡	 			g		 	u 	r 		s 		B&SOC2015-10-13	
菌	 			g		r 	u 	n 	ʔ 			B&SOC2015-10-13	
駿	 			ts		 	u 	r 		s 		B&SOC2015-10-13	
開	Nə-			kʰ	ˤ	 	ə	j 	 			B&SOC2015-10-13	
開	 			kʰ	ˤ	 	ə	j 	 			B&SOC2015-10-13	
豈	C- 			qʰ	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
凱	C- 			qʰ	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
愷	C- 			qʰ	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
塏	C- 			qʰ	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
鎧	C- 			qʰ	ˤ	 	ə	j 	ʔ 			B&SOC2015-10-13	
鎧	C- 			qʰ	ˤ	 	ə	j 	ʔ	s 		B&SOC2015-10-13	
嘅	C- 			qʰ	ˤ	 	ə 	p 		s 		B&SOC2015-10-13	
慨	 			kʰ	ˤ	 	ə 	t 		s 		B&SOC2015-10-13	
咳	 			kʰ	ˤ	 	ə 	k 		s 		B&SOC2015-10-13	
欬	 			kʰ	ˤ	 	ə 	k 		s 		B&SOC2015-10-13	
愾	 			qʰ		 	ə 	p 		s 		B&SOC2015-10-13	
看	 			kʰ	ˤ	 	a 	r 	 			B&SOC2015-10-13	
堪	 			kʰ	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
戡	 			kʰ	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
竷	 			kʰ		 	o 	m 	ʔ 			B&SOC2015-10-13	
坎	 			kʰ	ˤ	 	o 	m 	ʔ 			B&SOC2015-10-13	
埳	 			kʰ	ˤ	 	o 	m 	ʔ 			B&SOC2015-10-13	
欿	 			kʰ	ˤ	 	o 	m 	ʔ 			B&SOC2015-10-13	
𠪚	N- 			qʰ	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
看	 			kʰ	ˤ	 	a 	r 		s 		B&SOC2015-10-13	
康	 			kʰ	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
康	k-			r	ˤ	 	a 	ŋ 				B&SOC2015-10-13	
抗	 			kʰ	ˤ	 	a 	ŋ 		s 		B&SOC2015-10-13	
尻	 			kʰ	ˤ	 	u 	 	 			B&SOC2015-10-13	
丂	C- 			qʰ	ˤ	 	u 	 	ʔ 			B&SOC2015-10-13	
考	k-			r	ˤ	 	u 	 	ʔ 			B&SOC2015-10-13	
犒	 			kʰ	ˤ	 	a	w 		s 		B&SOC2015-10-13	
柯	 			k	ˤ	 	a 	r 	 			B&SOC2015-10-13	
薖	 			kʷʰ	ˤ	 	a	j 	 			B&SOC2015-10-13	
可	 			kʰ	ˤ	 	a	j 	ʔ 			B&SOC2015-10-13	
渴	Nə-			kʰ	ˤ	 	a 	t 	 			B&SOC2015-10-13	
客	 			kʰ	ˤ	r 	a 	k 	 			B&SOC2015-10-13	
刻	 			kʰ	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
克	 			kʰ	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
肯	 			kʰ	ˤ	 	ə 	ŋ 	ʔ 			B&SOC2015-10-13	
牼	m- 			kʰ	ˤ	r 	e 	ŋ 	 			B&SOC2015-10-13	
牼	 			kʰ	ˤ	r 	e 	ŋ 	 			B&SOC2015-10-13	
空	 			kʰ	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
恐	 			kʰ		r 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
孔	 			kʰ	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
空	 			kʰ	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
控	 			kʰ	ˤ	 	o 	ŋ 		s 		B&SOC2015-10-13	
口	 			kʰ	ˤ	r 	o 	 	ʔ 			B&SOC2015-10-13	
叩	 			kʰ	ˤ	r 	o 	 	ʔ 			B&SOC2015-10-13	
寇	 			kʰ	ˤ	r 	o 	 		s 		B&SOC2015-10-13	
叩	 			kʰ	ˤ	r 	o 	 	ʔ	s 		B&SOC2015-10-13	
枯	 			kʰ	ˤ	 	a 	 	 			B&SOC2015-10-13	
哭	 			kʰ	ˤ	 	o 	k 	 			B&SOC2015-10-13	
堀	 			kʰ	ˤ	 	u 	t 	 			B&SOC2015-10-13	
窟	 			kʰ	ˤ	 	u 	t 	 			B&SOC2015-10-13	
苦	 			kʰ	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
酷	 			kʰ	ˤ	 	u 	k 	 			B&SOC2015-10-13	
庫	 			kʰ	ˤ	 	a 	 		s 		B&SOC2015-10-13	
袴	 			kʷʰ	ˤ	 	a 	 		s 		B&SOC2015-10-13	
夸	 			kʷʰ	ˤ	r 	a 	 	 			B&SOC2015-10-13	
誇	 			kʷʰ	ˤ	r 	a 	 	 			B&SOC2015-10-13	
蒯	 			kʰ	ˤ	r 	u 	t 		s 		B&SOC2015-10-13	
快	 			kʷʰ	ˤ	r 	e 	t 		s 		B&SOC2015-10-13	
噲	 			kʰ		r 	o 	p 		s 		B&SOC2015-10-13	
塊	 			kʰ	ˤ	r 	u	j 		s 		B&SOC2015-10-13	
塊	 			kʰ	ˤ	 	u	j 		s 		B&SOC2015-10-13	
膾	C- 			k	ˤ	 	o 	p 		s 		B&SOC2015-10-13	
巜	 			k	ˤ	 	o 	p 		s 		B&SOC2015-10-13	
澮	 			k	ˤ	 	o 	p 		s 		B&SOC2015-10-13	
鬠	 			k	ˤ	 	o 	p 		s 		B&SOC2015-10-13	
會	 			k	ˤ	 	o 	p 		s 		B&SOC2015-10-13	
寬	 			kʷʰ	ˤ	 	a 	n 	 			B&SOC2015-10-13	
匡	k- 			pʰ		 	a 	ŋ 	 			B&SOC2015-10-13	
筐	k- 			pʰ		 	a 	ŋ 	 			B&SOC2015-10-13	
狂	k- 			ɢʷ		 	a 	ŋ 	 			B&SOC2015-10-13	
曠	k-			m	ˤ	 	a 	ŋ 		s 		B&SOC2015-10-13	
壙	 			kʷʰ	ˤ	 	a 	ŋ 		s 		B&SOC2015-10-13	
曠	 			kʷʰ	ˤ	 	a 	ŋ 		s 		B&SOC2015-10-13	
纊	 			kʷʰ	ˤ	 	a 	ŋ 		s 		B&SOC2015-10-13	
況			◦	m		 	a 	ŋ 		s 		B&SOC2015-10-13	
虧	 			kʷʰ		r 	a	j 	 			B&SOC2015-10-13	
窺	 			kʷʰ		 	e 	 	 			B&SOC2015-10-13	
葵	 			gʷ		 	i	j 	 			B&SOC2015-10-13	
揆	 			gʷ		 	i	j 	ʔ 			B&SOC2015-10-13	
戣	 			gʷ		r 	i	j 	 			B&SOC2015-10-13	
頯				gʷ		r 	u 	 	 			B&SOC2015-10-13	
逵				gʷ		r 	u 	 	 			B&SOC2015-10-13	
頄				gʷ		r 	u 	 	 			B&SOC2015-10-13	
馗				gʷ		r 	u 	 	 			B&SOC2015-10-13	
睽	 			kʷʰ	ˤ	 	i	j 	 			B&SOC2015-10-13	
魁	 			kʰ	ˤ	 	u	j 	 			B&SOC2015-10-13	
蕢	 			g		r 	u	j 		s 		B&SOC2015-10-13	
饋	 			g		r 	u	j 		s 		B&SOC2015-10-13	
餽	 			g		r 	u	j 		s 		B&SOC2015-10-13	
潰	 			gʷ	ˤ	 	ə	j 		s 		B&SOC2015-10-13	
喟	 			kʷʰ	ˤ	r 	ə 	t 		s 		B&SOC2015-10-13	
簣	 			kʰ	ˤ	r 	u	j 		s 		B&SOC2015-10-13	
喟	 			kʷʰ		r 	ə 	t 		s 		B&SOC2015-10-13	
愧	 			k		r 	u	j 		s 		B&SOC2015-10-13	
聵	 			ŋ	ˤ	r 	u	j 		s 		B&SOC2015-10-13	
坤	 			kʰ	ˤ	 	u 	n 	 			B&SOC2015-10-13	
昆	 			k	ˤ	 	u 	n 	 			B&SOC2015-10-13	
𥊽	 			k	ˤ	 	u 	n 	 			B&SOC2015-10-13	
梱	 			kʰ	ˤ	 	u 	n 	ʔ 			B&SOC2015-10-13	
稇	 			kʰ	ˤ	 	u 	n 	ʔ 			B&SOC2015-10-13	
困	 			kʰ	ˤ	 	u 	n 		s 		B&SOC2015-10-13	
擴	 			kʷʰ	ˤ	 	a 	k 	 			B&SOC2015-10-13	
廓	 			kʷʰ	ˤ	 	a 	k 	 			B&SOC2015-10-13	
闊	 			kʰ	ˤ	 	o 	t 	 			B&SOC2015-10-13	
闊	 			kʷʰ	ˤ	 	a 	t 	 			B&SOC2015-10-13	
臘	C- 			r	ˤ	 	a 	p 	 			B&SOC2015-10-13	
蠟	k- 			r	ˤ	 	a 	p 	 			B&SOC2015-10-13	
辣	mə-			r	ˤ	 	a 	t 	 			B&SOC2015-10-13	
剌	mə-			r	ˤ	 	a 	t 	 			B&SOC2015-10-13	
拉	 			r	ˤ	 	ə 	p 	 			B&SOC2015-10-13	
𧳟	 			r	ˤ	 	ə 	 	 			B&SOC2015-10-13	
來	mə-			r	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
瀨	C- 			r	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
糲	 			r	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
賴	 			r	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
籟	 			r	ˤ	 	a 	t 		s 		B&SOC2015-10-13	
賚	 			r	ˤ	 	ə 	k 		s 		B&SOC2015-10-13	
瀾	 			r	ˤ	 	a 	n 	ʔ 			B&SOC2015-10-13	
藍	N-	k- 		r	ˤ	 	a 	m 	 			B&SOC2015-10-13	
籃	k- 			r	ˤ	 	a 	m 	 			B&SOC2015-10-13	
闌	 			r	ˤ	 	a 	n 	 			B&SOC2015-10-13	
蘭	k- 			r	ˤ	 	a 	n 	 			B&SOC2015-10-13	
婪	 			r	ˤ	 	ə 	m 	 			B&SOC2015-10-13	
懶	N-	kə-		r	ˤ	 	a 	n 	ʔ 			B&SOC2015-10-13	
爛	 			r	ˤ	 	a 	n 		s 		B&SOC2015-10-13	
爤	 			r	ˤ	 	a 	n 		s 		B&SOC2015-10-13	
郎	C- 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
浪	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
狼	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
琅	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
稂	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
廊	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
郎	 			r	ˤ	 	a 	ŋ 	 			B&SOC2015-10-13	
俍	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
朗	k- 			r	ˤ	 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
勞	 			r	ˤ	 	a	w 	 			B&SOC2015-10-13	
老	C- 			r	ˤ	 	u 	 	ʔ 			B&SOC2015-10-13	
勞	 			r	ˤ	 	a	w 		s 		B&SOC2015-10-13	
𤻲	 			r	ˤ	 	a	wk 	 			B&SOC2015-10-13	
樂	 			r	ˤ	 	a	wk 	 			B&SOC2015-10-13	
勒	 			r	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
羸	 			r		 	o	j 	 			B&SOC2015-10-13	
纍	 			r		 	u	j 	 			B&SOC2015-10-13	
靁	C- 			r	ˤ	 	u	j 	 			B&SOC2015-10-13	
雷	C- 			r	ˤ	 	u	j 	 			B&SOC2015-10-13	
罍	 			r	ˤ	 	u	j 	 			B&SOC2015-10-13	
累	 			r		 	o	j 	 			B&SOC2015-10-13	
累	 			r		 	o	j 	ʔ 			B&SOC2015-10-13	
壘	 			r		 	u	j 	ʔ 			B&SOC2015-10-13	
誄	 			r		 	u	j 	ʔ 			B&SOC2015-10-13	
肋	 			r	ˤ	 	ə 	k 	 			B&SOC2015-10-13	
淚	 			r		 	ə 	p 		s 		B&SOC2015-10-13	
類	 			r		 	u 	t 		s 		B&SOC2015-10-13	
率	 			r		 	u 	t 		s 		B&SOC2015-10-13	
儽	 			r	ˤ	 	u	j 		s 		B&SOC2015-10-13	
犁	 			r	ˤ	 	i	j 	 			B&SOC2015-10-13	
黎	 			r	ˤ	 	i	j 	 			B&SOC2015-10-13	
狸	 			r		 	ə 	 	 			B&SOC2015-10-13	
釐	 			r		 	ə 	 	 			B&SOC2015-10-13	
貍	p- 			r		 	ə 	 	 			B&SOC2015-10-13	
狸	p- 			r		 	ə 	 	 			B&SOC2015-10-13	
棃	C- 			r		 	ə	j 	 			B&SOC2015-10-13	
犁	 			r		 	i	j 	 			B&SOC2015-10-13	
離	 			r		 	a	j 	 			B&SOC2015-10-13	
罹	 			r		 	a	j 	 			B&SOC2015-10-13	
纚	 			r		 	e 	 	 			B&SOC2015-10-13	
秜	 			n		r 	ə	j 	 			B&SOC2015-10-13	
豊	 			r	ˤ	 	i	j 	ʔ 			B&SOC2015-10-13	
禮	 			r	ˤ	 	i	j 	ʔ 			B&SOC2015-10-13	
里	mə-			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
李	C- 			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
理	mə-			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
裏	m- 			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
鯉	mə-			r		 	ə 	 	ʔ 			B&SOC2015-10-13	
轢	 			r	ˤ	 	a	wk 	 			B&SOC2015-10-13	
糲	 			r	ˤ	 	a 	t 	 			B&SOC2015-10-13	
麗	 			r	ˤ	 	e 	 		s 		B&SOC2015-10-13	
戾	 			r	ˤ	 	e 	t 		s 		B&SOC2015-10-13	
荔	 			r	ˤ	 	e 	p 		s 		B&SOC2015-10-13	
隸	 			r	ˤ	 	ə 	p 		s 		B&SOC2015-10-13	
歷	 			r	ˤ	 	e 	k 	 			B&SOC2015-10-13	
曆	 			r	ˤ	 	e 	k 	 			B&SOC2015-10-13	
轢	 			r	ˤ	 	e	wk 	 			B&SOC2015-10-13	
櫟	 			r	ˤ	 	e	wk 	 			B&SOC2015-10-13	
礫	 			r	ˤ	 	e	wk 	 			B&SOC2015-10-13	
䟏	 			r	ˤ	 	e	wk 	 			B&SOC2015-10-13	
䰜	k- 			r	ˤ	 	e 	k 	 			B&SOC2015-10-13	
𩰲	k- 			r	ˤ	 	e 	k 	 			B&SOC2015-10-13	
鬲	k- 			r	ˤ	 	e 	k 	 			B&SOC2015-10-13	
吏	 			r		 	ə 	 	ʔ	s 		B&SOC2015-10-13	
利	C- 			r		 	i 	t 		s 		B&SOC2015-10-13	
力	k- 			r		 	ə 	k 	 			B&SOC2015-10-13	
立	k- 			r		 	ə 	p 	 			B&SOC2015-10-13	
笠	k- 			r		 	ə 	p 	 			B&SOC2015-10-13	
粒	p- 			r		 	ə 	p 	 			B&SOC2015-10-13	
栗	 			r		 	i 	t 	 			B&SOC2015-10-13	
詈	C- 			r		 	a	j 		s 		B&SOC2015-10-13	
離	 			r		 	a	j 		s 		B&SOC2015-10-13	
厲	 			r		 	a 	t 		s 		B&SOC2015-10-13	
礪	 			r		 	a 	t 		s 		B&SOC2015-10-13	
糲	 			r		 	a 	t 		s 		B&SOC2015-10-13	
蠣	mə-			r		 	a 	t 		s 		B&SOC2015-10-13	
䟏	 		◦	r		 	e	wk 	 			B&SOC2015-10-13	
蓮	k- 			r	ˤ	 	e 	n 	 			B&SOC2015-10-13	
憐	 			r	ˤ	 	i 	ŋ 	 			B&SOC2015-10-13	
廉	k- 			r		 	e 	m 	 			B&SOC2015-10-13	
蘞	 			r		 	a 	m 	 			B&SOC2015-10-13	
廉	 			r		 	e 	m 	 			B&SOC2015-10-13	
磏	 			r		 	e 	m 	 			B&SOC2015-10-13	
鎌	 			r		 	e 	m 	 			B&SOC2015-10-13	
簾	 			r		 	e 	m 	 			B&SOC2015-10-13	
連	C- 			r		 	a 	n 	 			B&SOC2015-10-13	
連	 			r		 	a 	n 	 			B&SOC2015-10-13	
漣	 			r		 	a 	n 	 			B&SOC2015-10-13	
斂	 			r		 	a 	m 	ʔ 			B&SOC2015-10-13	
練	 			r	ˤ	 	e 	n 		s 		B&SOC2015-10-13	
鍊	 			r	ˤ	 	e 	n 		s 		B&SOC2015-10-13	
斂	 			r		 	a 	m 		s 		B&SOC2015-10-13	
僆	k- 			r		 	a 	n 		s 		B&SOC2015-10-13	
孌	 			r		 	o 	n 	ʔ 			B&SOC2015-10-13	
戀	 			r		 	o 	n 		s 		B&SOC2015-10-13	
涼	C- 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
良	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
量	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
糧	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
粱	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
梁	 			r		 	a 	ŋ 	 			B&SOC2015-10-13	
兩	p- 			r		 	a 	ŋ 	ʔ 			B&SOC2015-10-13	
量	 			r		 	a 	ŋ 		s 		B&SOC2015-10-13	
亮	 			r		 	a 	ŋ 		s 		B&SOC2015-10-13	
諒	 			r		 	a 	ŋ 		s 		B&SOC2015-10-13	
僚	 			r	ˤ	 	e	w 	 			B&SOC2015-10-13	
聊	 			r	ˤ	 	i	w 	 			B&SOC2015-10-13	
料	 			r	ˤ	 	e	w 		s 		B&SOC2015-10-13	
尞	 			r		 	a	w 		s 		B&SOC2015-10-13	
獵	 			r		 	a 	p 	 			B&SOC2015-10-13	
躐	 			r		 	a 	p 	 			B&SOC2015-10-13	
冽	C- 			r		 	a 	t 	 			B&SOC2015-10-13	
列	 			r		 	e 	t 	 			B&SOC2015-10-13	
烈	 			r		 	a 	t 	 			B&SOC2015-10-13	
裂	 			r		 	a 	t 	 			B&SOC2015-10-13	
臨	p- 			r		 	u 	m 	 			B&SOC2015-10-13	
林	 			r		 	ə 	m 	 			B&SOC2015-10-13	
淋	 			r		 	ə 	m 	 			B&SOC2015-10-13	
鄰	mə-			r		 	ə 	n 	 			B&SOC2015-10-13	
鱗	C- 			r		 	ə 	n 	 			B&SOC2015-10-13	
粦	 			r		 	ə 	n 	 			B&SOC2015-10-13	
凜	 			r		 	ə 	m 	ʔ 			B&SOC2015-10-13	
稟	p- 			r		 	i 	m 	ʔ 			B&SOC2015-10-13	
廩	p- 			r		 	i 	m 	ʔ 			B&SOC2015-10-13	
吝	mə-			r		 	ə 	n 		s 		B&SOC2015-10-13	
靈	 			r	ˤ	 	e 	ŋ 	 			B&SOC2015-10-13	
令	 			r	ˤ	 	i 	ŋ 	 			B&SOC2015-10-13	
零	 			r	ˤ	 	i 	ŋ 	 			B&SOC2015-10-13	
夌	 			r		 	ə 	ŋ 	 			B&SOC2015-10-13	
陵	 			r		 	ə 	ŋ 	 			B&SOC2015-10-13	
凌	 			r		 	ə 	ŋ 	 			B&SOC2015-10-13	
凌	p- 			r		 	ə 	ŋ 	 			B&SOC2015-10-13	
令	 			r		 	i 	ŋ 	 			B&SOC2015-10-13	
領	 			r		 	e 	ŋ 	ʔ 			B&SOC2015-10-13	
令	 			r		 	i 	ŋ 		s 		B&SOC2015-10-13	
鏐	 			r		 	i	w 	 			B&SOC2015-10-13	
留	C- 			r		 	u 	 	 			B&SOC2015-10-13	
摎	 			r		 	i	w 	 			B&SOC2015-10-13	
旒	 			r		 	u 	 	 			B&SOC2015-10-13	
劉	mə-			r		 	u 	 	 			B&SOC2015-10-13	
流	 			r		 	u 	 	 			B&SOC2015-10-13	
柳	mə-			r		 	u 	 	ʔ 			B&SOC2015-10-13	
翏	 			r		 	i	w 		s 		B&SOC2015-10-13	
六	k- 			r		 	u 	k 	 			B&SOC2015-10-13	
龍	mə-			r		 	o 	ŋ 	 			B&SOC2015-10-13	
隆	 			r		 	u 	ŋ 	 			B&SOC2015-10-13	
聾	C- 			r	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
籠	k- 			r	ˤ	 	o 	ŋ 	 			B&SOC2015-10-13	
隴	 			r		 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
籠	k- 			r	ˤ	 	o 	ŋ 	ʔ 			B&SOC2015-10-13	
婁	 			r		 	o 	 	 			B&SOC2015-10-13	
漏	Nə-			r	ˤ	 	o 	k 		s 		B&SOC2015-10-13	
鏤	 			r	ˤ	 	o 	 		s 		B&SOC2015-10-13	
陋	 			r	ˤ	 	o 	 		s 		B&SOC2015-10-13	
廬	 			r		 	a 	 	 			B&SOC2015-10-13	
蘆	C- 			r	ˤ	 	a 	 	 			B&SOC2015-10-13	
𧆨	 			r	ˤ	 	a 	 	 			B&SOC2015-10-13	
爐	 			r	ˤ	 	a 	 	 			B&SOC2015-10-13	
鑪	 			r	ˤ	 	a 	 	 			B&SOC2015-10-13	
虜	C- 			r	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
魯	 			r	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
櫓	 			r	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
鹵	 			r	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
魯	r- 			ŋ	ˤ	 	a 	 	ʔ 			B&SOC2015-10-13	
菉	 			r		 	o 	k 	 			B&SOC2015-10-13	
錄	 			r		 	o 	k 	 			B&SOC2015-10-13	
戮	 			r		 	i	wk 	 			B&SOC2015-10-13	
陸	 			r		 	u 	k 	 			B&SOC2015-10-13	
路	Cə-			r	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
賂	 			r	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
露	p- 			r	ˤ	 	a 	k 		s 		B&SOC2015-10-13	
盝	 			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
琭	 			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
睩	 			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
祿	 			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
㯟	 			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
鹿	mə-			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
彔	pə-			r	ˤ	 	o 	k 	 			B&SOC2015-10-13	
欒	mə-			r	ˤ	 	o 	n 	 			B&SOC2015-10-13	
鑾	mə-			r	ˤ	 	o 	n 	 			B&SOC2015-10-13	
欒	 			r	ˤ	 	o 	n 	 			B&SOC2015-10-13	
鸞	 			r	ˤ	 	o 	n 	 			B&SOC2015-10-13	
䜌	mə-			r	ˤ	 	o 	n 	 			B&SOC2015-10-13	
孿	s- 			r		 	o 	n 		s 		B&SOC2015-10-13	
卵	k- 			r	ˤ	 	o 	r 	ʔ 			B&SOC2015-10-13	
𤔔	 			r	ˤ	 	o 	n 		s 		B&SOC2015-10-13	
